sample_id,phase12_subset,repo,issue_number,human_phase2_analyst_a,llm_usability_type,human_phase2_analyst_a_bin,llm_phase2_bin,human_phase2_label_source,agree,human_associated_component_theme,llm_associated_component_theme,metric,full_agree,partial_agree,human_l1_theme,llm_l1_theme,human_l1_theme_secondary,llm_l1_theme_secondary,human_nielsen_theme,llm_nielsen_theme
112,phase3_sample,notaryproject/notation,1239,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,"Error prevention, help and documentation","7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 10. Help and documentation"
171,phase3_sample,sigstore/rekor,872,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"6, 7",
173,phase3_sample,sigstore/rekor,929,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,10. help & Documentation,"7. Flexibility and efficiency of use, 10. Help and documentation"
174,phase3_sample,sigstore/rekor,1026,,,,,,,,,Nielsen_theme,1.0,1.0,,,,,7,7. Flexibility and efficiency of use
175,phase3_sample,sigstore/rekor,1173,,,,,,,,,Nielsen_theme,1.0,1.0,,,,,7,7. Flexibility and efficiency of use
176,phase3_sample,sigstore/rekor,1324,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"7,",
177,phase3_sample,sigstore/rekor,1721,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"10, 7",
178,phase3_sample,sigstore/rekor,1812,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,7,
179,phase3_sample,sigstore/rekor,1899,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,"1, 4, 10","4. Consistency and standards, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation"
180,phase3_sample,sigstore/rekor,2062,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"5, 7",
