repo,issue_number,issue_url,created_at,comments_count,unique_participants,labels,label_primary,time_tercile,thread_bucket,rationale,title
notaryproject/notation,233,https://github.com/notaryproject/notation/issues/233,2022-07-06 23:26:22+00:00,2,1,Stale,Stale,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'Stale' present,Update notation pull command
notaryproject/notation,320,https://github.com/notaryproject/notation/issues/320,2022-08-30 06:25:45+00:00,16,5,,,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads),Failed to sign images using self-signed certificates created from Key vault
notaryproject/notation,379,https://github.com/notaryproject/notation/issues/379,2022-10-12 04:16:26+00:00,2,2,,,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads),"Remove signature cache for all(sign, verify, etc) command."
notaryproject/notation,383,https://github.com/notaryproject/notation/issues/383,2022-10-12 16:05:27+00:00,0,0,UX,UX,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'UX' present,Add examples for notation command help doc
notaryproject/notation,547,https://github.com/notaryproject/notation/issues/547,2023-02-10 04:15:41+00:00,3,3,documentation,documentation,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'documentation' present,`SkippedByTrustPolicy` from JSON output of `notation verify` is not documented
notaryproject/notation,574,https://github.com/notaryproject/notation/issues/574,2023-02-28 07:26:32+00:00,1,1,"enhancement, triage",enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Change the default signature manifest
notaryproject/notation,655,https://github.com/notaryproject/notation/issues/655,2023-04-28 21:42:30+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Image Verification for containerd
notaryproject/notation,659,https://github.com/notaryproject/notation/issues/659,2023-05-09 06:00:27+00:00,25,6,bug,bug,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,"Mark feature ""support OCI Referrer API"" as experimental feature"
notaryproject/notation,671,https://github.com/notaryproject/notation/issues/671,2023-05-17 15:30:57+00:00,5,4,"bug, triage",bug,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,Vote for release of 1.0.0-rc.5 of notation CLI 
notaryproject/notation,829,https://github.com/notaryproject/notation/issues/829,2023-11-12 15:04:38+00:00,5,3,enhancement,enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,docs: invalid signing time fail to sign prompt improvement
notaryproject/notation,851,https://github.com/notaryproject/notation/issues/851,2023-12-19 09:00:22+00:00,0,0,bug,bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Fix of setHttpDebugLog function
notaryproject/notation,880,https://github.com/notaryproject/notation/issues/880,2024-01-29 23:55:42+00:00,5,2,Stale,Stale,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'Stale' present,Plan for Notation 1.2.0 release
notaryproject/notation,1012,https://github.com/notaryproject/notation/issues/1012,2024-08-16 01:07:06+00:00,1,1,documentation,documentation,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'documentation' present,Clean up blob sign/verify specs in `v1.1.1`
notaryproject/notation,1239,https://github.com/notaryproject/notation/issues/1239,2025-03-26 03:00:21+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Delete the named store dir if empty after `notation cert delete`
openpubkey/openpubkey,4,https://github.com/openpubkey/openpubkey/issues/4,2023-09-20 13:14:15+00:00,0,0,,,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads),Add pluggability for OIDC providers
openpubkey/openpubkey,61,https://github.com/openpubkey/openpubkey/issues/61,2023-11-15 18:00:33+00:00,3,3,,,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads),How do we deal with missing/non-unique `kid` on JWKS endpoint?
openpubkey/openpubkey,100,https://github.com/openpubkey/openpubkey/issues/100,2024-02-19 23:18:09+00:00,1,1,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Design for Gitlab CI support 
openpubkey/openpubkey,137,https://github.com/openpubkey/openpubkey/issues/137,2024-03-18 21:46:49+00:00,1,1,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for verifying by JTK in VerifyProvider if not kid is found
openpubkey/openpubkey,157,https://github.com/openpubkey/openpubkey/issues/157,2024-03-26 23:49:20+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Investigate RSA SecurID OpenID Provider
openpubkey/openpubkey,226,https://github.com/openpubkey/openpubkey/issues/226,2025-01-31 02:00:34+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Singleton to manage user's browser window
openpubkey/openpubkey,254,https://github.com/openpubkey/openpubkey/issues/254,2025-02-19 00:36:40+00:00,0,0,documentation,documentation,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'documentation' present,Create support/test matrix for opkssh
sigstore/cosign,1048,https://github.com/sigstore/cosign/issues/1048,2021-11-14 01:55:50+00:00,0,0,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Machine-Readable output for a few cosign subcommands
sigstore/cosign,1215,https://github.com/sigstore/cosign/issues/1215,2021-12-15 13:48:25+00:00,2,2,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Prefer using the unencrypted key for signing images so we don't have to manage the encrypted key and the password.
sigstore/cosign,1288,https://github.com/sigstore/cosign/issues/1288,2022-01-07 20:22:34+00:00,0,0,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add cosign configuration file
sigstore/cosign,1321,https://github.com/sigstore/cosign/issues/1321,2022-01-14 20:13:38+00:00,4,3,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add DSSE support to verify-attestation
sigstore/cosign,1323,https://github.com/sigstore/cosign/issues/1323,2022-01-15 11:48:30+00:00,0,0,,,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads),Fix code scanning alert - Pinned-Dependencies
sigstore/cosign,1385,https://github.com/sigstore/cosign/issues/1385,2022-02-01 03:06:54+00:00,3,1,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Review unit and integration tests
sigstore/cosign,1443,https://github.com/sigstore/cosign/issues/1443,2022-02-10 23:09:17+00:00,6,4,"no-issue-activity, question",no-issue-activity,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'no-issue-activity' present,Can cosign replace SignTool.exe for Windows Binaries?
sigstore/cosign,1554,https://github.com/sigstore/cosign/issues/1554,2022-03-04 21:47:42+00:00,33,5,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Allow specifying CA chain when not using Fulcio
sigstore/cosign,1642,https://github.com/sigstore/cosign/issues/1642,2022-03-21 20:14:34+00:00,2,2,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,[cosigned] Enforce authority key errors 
sigstore/cosign,1653,https://github.com/sigstore/cosign/issues/1653,2022-03-24 03:53:58+00:00,28,8,question,question,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,Does webhook pull images for the sidecar and/ or multiple image repos
sigstore/cosign,1655,https://github.com/sigstore/cosign/issues/1655,2022-03-24 22:26:36+00:00,7,5,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Allow specifying ImagePullSecrets in ClusterImagePolicies
sigstore/cosign,1847,https://github.com/sigstore/cosign/issues/1847,2022-05-06 13:44:25+00:00,1,1,bug,bug,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,`--certificate` or `--cert`?
sigstore/cosign,1853,https://github.com/sigstore/cosign/issues/1853,2022-05-07 02:24:33+00:00,2,2,bug,bug,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,"""make cosign"" fails with missing ',' in argument list and malformed module path ""embed"""
sigstore/cosign,1994,https://github.com/sigstore/cosign/issues/1994,2022-06-14 13:45:13+00:00,3,2,,,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads),cosign doesn't get image metadata from JFrog Artifactory Enterprise 6.16.0 rev 61600900
sigstore/cosign,2053,https://github.com/sigstore/cosign/issues/2053,2022-07-06 19:03:37+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Rename --k8s-keychain flag
sigstore/cosign,2068,https://github.com/sigstore/cosign/issues/2068,2022-07-13 17:54:12+00:00,3,3,bug,bug,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,Digest mismatch when fetching module version v1.9.0
sigstore/cosign,2097,https://github.com/sigstore/cosign/issues/2097,2022-07-23 19:57:58+00:00,6,3,"enhancement, good first issue",enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,sign-blob attemps to read the whole file into memory
sigstore/cosign,2382,https://github.com/sigstore/cosign/issues/2382,2022-10-25 19:47:05+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Require embedded SCT on verification by default
sigstore/cosign,2419,https://github.com/sigstore/cosign/issues/2419,2022-11-07 18:52:24+00:00,3,2,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Remove non-GA APIs from experimental sign-blob verification flow
sigstore/cosign,2462,https://github.com/sigstore/cosign/issues/2462,2022-11-16 00:41:32+00:00,5,3,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,verify* subcommands should share signature verification flag parsing
sigstore/cosign,2516,https://github.com/sigstore/cosign/issues/2516,2022-12-06 21:42:15+00:00,3,3,bug,bug,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,"Encourage signing OCI artifacts that *you* produced, not that the registry gives you"
sigstore/cosign,2518,https://github.com/sigstore/cosign/issues/2518,2022-12-06 23:52:21+00:00,3,2,bug,bug,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,Cosign versioning policy: make one and enforce it
sigstore/cosign,2568,https://github.com/sigstore/cosign/issues/2568,2022-12-21 19:45:44+00:00,10,6,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,FR: BYO PKI Revocation: CA-issued cert
sigstore/cosign,2593,https://github.com/sigstore/cosign/issues/2593,2023-01-04 19:42:42+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,feat: Cleanup KeyOpts for irrelevant options.
sigstore/cosign,2832,https://github.com/sigstore/cosign/issues/2832,2023-03-23 17:01:38+00:00,1,1,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add quiet flag to cosign cli
sigstore/cosign,2858,https://github.com/sigstore/cosign/issues/2858,2023-04-03 14:34:15+00:00,7,5,question,question,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,How to reproduce v1.13 behaviour with v2 in a BYO PKI scenario
sigstore/cosign,3025,https://github.com/sigstore/cosign/issues/3025,2023-06-01 11:38:57+00:00,1,1,"bug, duplicate",bug,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Issue creating a Key in AKV using Cosign tool 
sigstore/cosign,3235,https://github.com/sigstore/cosign/issues/3235,2023-09-11 21:12:55+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,How to verify custom attestations
sigstore/cosign,3260,https://github.com/sigstore/cosign/issues/3260,2023-09-25 20:03:01+00:00,3,2,enhancement,enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Improve `dockerfile verify`
sigstore/cosign,3330,https://github.com/sigstore/cosign/issues/3330,2023-10-30 16:05:21+00:00,4,3,enhancement,enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,No artifact sig files for package manager files?
sigstore/cosign,3340,https://github.com/sigstore/cosign/issues/3340,2023-11-06 10:59:50+00:00,1,1,question,question,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'question' present,Cosign keyless image signing with Azure
sigstore/cosign,3343,https://github.com/sigstore/cosign/issues/3343,2023-11-06 19:57:08+00:00,3,1,"enhancement, good first issue",enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add end-to-end testing for PKCS11 token signing
sigstore/cosign,3368,https://github.com/sigstore/cosign/issues/3368,2023-11-16 12:22:16+00:00,4,2,question,question,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,Is it possible to skip TUF?
sigstore/cosign,3465,https://github.com/sigstore/cosign/issues/3465,2024-01-02 23:35:32+00:00,4,2,question,question,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,How to use OtherName SAN attribute
sigstore/cosign,3671,https://github.com/sigstore/cosign/issues/3671,2024-04-21 10:48:54+00:00,2,2,bug,bug,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,cosign verify with certificates requires the --certificate-identity and --certificate-oidc-issuer flags
sigstore/cosign,3976,https://github.com/sigstore/cosign/issues/3976,2024-12-17 06:54:57+00:00,0,0,bug,bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Intermediate cert and root CA must come via same source for verify to succeed
sigstore/cosign,4012,https://github.com/sigstore/cosign/issues/4012,2025-01-14 09:49:42+00:00,1,1,question,question,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Kanidm as provider?
sigstore/cosign,4076,https://github.com/sigstore/cosign/issues/4076,2025-02-21 15:16:37+00:00,0,0,bug,bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Wrong mediatype on attestation replace
sigstore/cosign,4098,https://github.com/sigstore/cosign/issues/4098,2025-03-04 12:43:56+00:00,4,2,bug,bug,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,cosign doesn't correctly respect individual TSA certificate chains
sigstore/cosign,4204,https://github.com/sigstore/cosign/issues/4204,2025-05-14 21:41:14+00:00,1,1,enhancement,enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,cosign tree support for OCI 1.1 Referrers
sigstore/fulcio,238,https://github.com/sigstore/fulcio/issues/238,2021-11-10 23:51:00+00:00,3,2,question,question,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Malformed collection name: 'caPools/certificateAuthorities/certificates'
sigstore/fulcio,243,https://github.com/sigstore/fulcio/issues/243,2021-11-18 13:51:30+00:00,21,11,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for GitLab tokens
sigstore/fulcio,489,https://github.com/sigstore/fulcio/issues/489,2022-03-28 22:46:59+00:00,1,1,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Fulcio as an intermediate CA
sigstore/fulcio,766,https://github.com/sigstore/fulcio/issues/766,2022-08-26 18:26:39+00:00,2,2,"enhancement, ga-blocker",enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Fulcio 1.0
sigstore/fulcio,1087,https://github.com/sigstore/fulcio/issues/1087,2023-03-29 18:29:27+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for enterprise-unique GitHub Actions OIDC issuer URL
sigstore/fulcio,1132,https://github.com/sigstore/fulcio/issues/1132,2023-04-23 20:26:28+00:00,4,2,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Proposal: Combine the individual OIDC extensions into a single extension
sigstore/fulcio,1178,https://github.com/sigstore/fulcio/issues/1178,2023-05-21 08:38:01+00:00,7,3,enhancement,enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,AWS KMS documentation Unclear
sigstore/fulcio,1235,https://github.com/sigstore/fulcio/issues/1235,2023-06-19 16:28:29+00:00,1,1,question,question,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Support for CirleCI
sigstore/fulcio,1685,https://github.com/sigstore/fulcio/issues/1685,2024-06-04 21:27:35+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Update to go-jose v4
sigstore/rekor,487,https://github.com/sigstore/rekor/issues/487,2021-11-10 23:08:50+00:00,3,3,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Support UUID --> shard ID parsing
sigstore/rekor,648,https://github.com/sigstore/rekor/issues/648,2022-02-01 23:10:45+00:00,1,1,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Shard rekor once prior to GA
sigstore/rekor,872,https://github.com/sigstore/rekor/issues/872,2022-06-15 21:49:05+00:00,0,0,bug,bug,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,attestations for intoto log entries persisted without payloadHash are not being returned
sigstore/rekor,876,https://github.com/sigstore/rekor/issues/876,2022-06-16 13:50:52+00:00,3,2,bug,bug,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,Intoto Indexing Bug: cannot find entry by payloadHash
sigstore/rekor,929,https://github.com/sigstore/rekor/issues/929,2022-07-18 04:31:11+00:00,1,1,question,question,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'question' present,How can rekor prevent a record from a hacker?
sigstore/rekor,1026,https://github.com/sigstore/rekor/issues/1026,2022-09-06 15:46:23+00:00,1,1,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add --file-ca (or something flag) for taking in secret from files like Fulcio does.
sigstore/rekor,1173,https://github.com/sigstore/rekor/issues/1173,2022-11-03 20:56:09+00:00,1,1,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add public key method to EntryImpl
sigstore/rekor,1324,https://github.com/sigstore/rekor/issues/1324,2023-02-03 17:52:24+00:00,4,4,enhancement,enhancement,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Support other KMS keys besides GCP
sigstore/rekor,1721,https://github.com/sigstore/rekor/issues/1721,2023-09-29 01:10:38+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,add info to readme file to point out other doc files.
sigstore/rekor,1812,https://github.com/sigstore/rekor/issues/1812,2023-11-06 21:13:07+00:00,1,1,enhancement,enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Investigate using custom JSON parser
sigstore/rekor,1899,https://github.com/sigstore/rekor/issues/1899,2023-12-11 21:38:34+00:00,2,2,question,question,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'question' present,Manual rekor upload with cosign public key
sigstore/rekor,2062,https://github.com/sigstore/rekor/issues/2062,2024-03-28 23:46:16+00:00,17,4,"enhancement, rekor-v2",enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Checkpoint spec compliance: Incorrect key ID for non-ECDSA keys 
