repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,10. Help and documentation,hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"10. Help and documentation, 3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human_phase3_labeled.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 8. Aesthetic and minimalist design",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 8. Aesthetic and minimalist design",hashicorp__vault___non-human_phase3_labeled.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,10. Help and documentation,hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",hashicorp__vault___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
