repo,L1_Theme,__source_file__,l1_theme_raw,l1_theme_canonical,l1_theme_secondary_group
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Configuration friction, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Authentication friction, Configuration friction, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues, Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues, Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human_phase3_labeled.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues, Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues, Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,User confusion / unclear documentation/documentation improvements,hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Authentication friction, Configuration friction, Missing feature / enhancement request, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Missing feature / enhancement request, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, Missing feature / enhancement request, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Configuration friction, Missing feature / enhancement request, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Configuration friction, Integration failure/issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Build/CI/installation/distribution release issues, Configuration friction, Missing feature / enhancement request, Notification/Logging /Web UI Issues, Performance issue, Security concerns, Unexpected behavior, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,User confusion / unclear documentation/documentation improvements,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Configuration friction, Integration failure/issues, Notification/Logging /Web UI Issues, Performance issue, Unexpected behavior",hashicorp__vault___non-human_phase3_labeled.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Authentication friction, Build/CI/installation/distribution release issues, Missing feature / enhancement request, Notification/Logging /Web UI Issues, User confusion / unclear documentation/documentation improvements",hashicorp__vault___non-human_phase3_labeled.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
