repo,issue_number,issue_url,created_at,comments_count,unique_participants,labels,label_primary,time_tercile,thread_bucket,rationale,title,Associated Components,Codes Primary,Agreement_ Associated component (ANAlysts A nad B),Agreement code Primary (Analysts A & B),Unnamed: 16,ACC Associated Components,ACC Codes Primary,Usability_Non-Usability Type- Analyst B (1- usability; 0-non-usability),Usability_Non-Usability Type- Analyst A,Agreement,Usability_agreed,Usability Theme,sample_id,Usability_Non-Usability Type- Analyst A source,Validation usability label,Validation usability label source
hashicorp/vault,22602,https://github.com/hashicorp/vault/issues/22602,2023-08-29 11:09:52+00:00,1,1,"ecosystem, secret/aws",ecosystem,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'ecosystem' present,AWS Secrets Engine - Root IAM credentials can't be rotated with the region parameter set and AWS credentials can't be generated without the region parameter set,,,,,,,,1,usability,1.0,Usability,,60,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,23793,https://github.com/hashicorp/vault/issues/23793,2023-10-23 17:23:22+00:00,2,2,"auth/k8s, storage/dynamodb",auth/k8s,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'auth/k8s' present,Bug: failed to persist packed storage entry: ValidationException: Item size has exceeded the maximum allowed size,,,,,,,,1,usability,1.0,Usability,,61,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,23800,https://github.com/hashicorp/vault/issues/23800,2023-10-24 08:00:43+00:00,3,3,"auth/k8s, bug, ui",auth/k8s,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'auth/k8s' present,web UI can not list k8s roles,,,,,,,,1,usability,1.0,Usability,,62,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,23941,https://github.com/hashicorp/vault/issues/23941,2023-11-01 13:06:52+00:00,5,4,"core/policy, secret/kv, ui",core/policy,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'core/policy' present,UI - user can't delete secret,,,,,,,,1,usability,1.0,Usability,,63,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,24039,https://github.com/hashicorp/vault/issues/24039,2023-11-06 18:49:08+00:00,1,1,api-versioning,api-versioning,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'api-versioning' present,API: Endpoints change the error response format,,,,,,,,0(1),usability,0.0,Non-usability,,64,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,24255,https://github.com/hashicorp/vault/issues/24255,2023-11-27 11:53:02+00:00,0,0,"error-messages, feature-request",error-messages,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'error-messages' present,Error messages with more context,,,,,,,,1,usability,1.0,Usability,,65,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,24269,https://github.com/hashicorp/vault/issues/24269,2023-11-28 11:21:05+00:00,3,3,core/seal,core/seal,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'core/seal' present,alicloud kms deprecated in favour of dedicated kms ,,,,,,,,0(1),usability,0.0,Non-usability,,66,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,24604,https://github.com/hashicorp/vault/issues/24604,2023-12-20 20:14:10+00:00,0,0,,,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads),"""publishNotReadyAddresses: false"" Prevents new vault nodes from joining raft.",,,,,,,,0,non-usability,1.0,Non-usability,,67,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,24617,https://github.com/hashicorp/vault/issues/24617,2023-12-21 03:34:06+00:00,0,0,,,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads),Vault uses mysql and restarts regularly,,,,,,,,1,usability,1.0,Usability,,68,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,24725,https://github.com/hashicorp/vault/issues/24725,2024-01-09 15:11:28+00:00,0,0,,,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads),Incorrect processing of sinks `aad_env_var` with proxy/agent,,,,,,,,1,usability,1.0,Usability,,69,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,24853,https://github.com/hashicorp/vault/issues/24853,2024-01-13 20:50:08+00:00,1,1,,,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads),"Allow multiple aliases for the same (entity, mount_accessor) tuple",,,,,,,,1,usability,1.0,Usability,,70,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,24956,https://github.com/hashicorp/vault/issues/24956,2024-01-19 14:11:10+00:00,0,0,,,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads),Tailscale Auth Method,,,,,,,,0(1),usability,0.0,Non-usability,,71,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,25506,https://github.com/hashicorp/vault/issues/25506,2024-02-19 09:31:55+00:00,1,1,"core/cli, secret/kv",core/cli,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'core/cli' present,Vault CLI KV2 undelete still fails for multi-level paths,,,,,,,,1,usability,1.0,Usability,,72,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,26164,https://github.com/hashicorp/vault/issues/26164,2024-03-26 17:20:01+00:00,0,0,auth/approle,auth/approle,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'auth/approle' present,approle user_lockout_duration doesn't work,,,,,,,,1,usability,0.0,Non-usability,,73,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,26180,https://github.com/hashicorp/vault/issues/26180,2024-03-27 15:48:49+00:00,8,4,core,core,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'core' present,GET /sys/mounts/:path is presenting unexpected errors,,,,,,,,1,usability,1.0,Usability,,74,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,27343,https://github.com/hashicorp/vault/issues/27343,2024-06-04 09:36:31+00:00,19,10,"auth/jwt-oidc, bug",auth/jwt-oidc,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'auth/jwt-oidc' present,JWT authentication checks bound_audiences despite bound_claims is defined in v1.16.3,,,,,,,,1,usability,1.0,Usability,,75,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,27344,https://github.com/hashicorp/vault/issues/27344,2024-06-04 10:58:46+00:00,0,0,"core, core/ha, storage/raft",core,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'core' present,New nodes cannot join to existing cluster,,,,,,,,1,non-usability(usability),0.0,Non-usability,,76,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,27805,https://github.com/hashicorp/vault/issues/27805,2024-07-18 03:59:36+00:00,0,0,"enhancement, secret/database",enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for private keys for database authentication to use passphrases,,,,,,,,0,usability,0.0,Non-usability,,77,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,27935,https://github.com/hashicorp/vault/issues/27935,2024-08-01 12:49:39+00:00,5,2,"dependencies, release/packaging",dependencies,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'dependencies' present,Packaging switch from valid `simple` unit to `notify` unit results in abandoned processes.,,,,,,,,1,usability,1.0,Usability,,78,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,28073,https://github.com/hashicorp/vault/issues/28073,2024-08-14 06:09:58+00:00,4,2,"auth/okta, core/auth, feature-request",auth/okta,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'auth/okta' present,"Unseal Vault using Android, or Iphone - Vault App",,,,,,,,0,usability (the issue does not use the usual template but it describes the ),0.0,Non-usability,,79,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,28457,https://github.com/hashicorp/vault/issues/28457,2024-09-20 07:02:59+00:00,1,1,,,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads),Adding Elestio as deployment option,,,,,,,,0,usability,0.0,Non-usability,,80,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,28738,https://github.com/hashicorp/vault/issues/28738,2024-10-21 09:38:22+00:00,6,2,"secret/database, waiting-for-response",secret/database,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'secret/database' present,Vault executing revocation statements before postgresql credentials expiry ,,,,,,,,1,non-usability,0.0,Non-usability,,81,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,28792,https://github.com/hashicorp/vault/issues/28792,2024-10-29 14:13:41+00:00,3,2,"core/token, reproduced",core/token,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'core/token' present,Vault api sending multiple errors as a single string in json,,,,,,,,1,usability,1.0,Usability,,82,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,28993,https://github.com/hashicorp/vault/issues/28993,2024-11-22 16:42:51+00:00,3,2,"core/policy, question",core/policy,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'core/policy' present,VAULT login Method OIDC : default path,,,,,,,,1,usability,1.0,Usability,,83,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,29033,https://github.com/hashicorp/vault/issues/29033,2024-11-26 22:09:21+00:00,5,3,"core/ha, question",core/ha,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'core/ha' present,"Leader unresponsive, unavailable",,,,,,,,1,usability,1.0,Usability,,84,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,29099,https://github.com/hashicorp/vault/issues/29099,2024-12-05 02:50:35+00:00,6,2,,,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads),Cannot configure working HTTPS Vault installation? Vault program broken (vs. lack of documentation)?,,,,,,,,1,usability,1.0,Usability,,85,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,29101,https://github.com/hashicorp/vault/issues/29101,2024-12-05 11:31:36+00:00,3,2,"feature-request, ui",feature-request,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'feature-request' present,Please make namespaces navigation more user friendly,,,,,,,,1,usability,1.0,Usability,,86,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,29179,https://github.com/hashicorp/vault/issues/29179,2024-12-13 11:10:59+00:00,1,1,"agent, bug",agent,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'agent' present,Vault agent randomly fails to authenticate ,,,,,,,,1,non-usability,0.0,Non-usability,,87,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,29287,https://github.com/hashicorp/vault/issues/29287,2025-01-06 14:24:48+00:00,1,1,secret/kv,secret/kv,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'secret/kv' present,Conditional policies,,,,,,,,1,usability,1.0,Usability,,88,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,29362,https://github.com/hashicorp/vault/issues/29362,2025-01-16 13:54:06+00:00,2,2,secret/pki,secret/pki,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'secret/pki' present,The Generate root API doesn't consider changes of field `key_usage`,,,,,,,,1,usability,1.0,Usability,,89,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,29417,https://github.com/hashicorp/vault/issues/29417,2025-01-24 23:37:34+00:00,0,0,"bug, release/build",bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Using a shell to exec the `token_helper` is unreliable,,,,,,,,1,"non-usability(usability (user's body_text shows he cited another issue[https://github.com/hashicorp/vault/blob/04e75372fb30a4ec03645ca1de60bba54c2bc9dc/api/tokenhelper/helper_external.go#L23], meaning he hasread some form of guide))",0.0,Non-usability,,90,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,29928,https://github.com/hashicorp/vault/issues/29928,2025-03-14 16:13:17+00:00,0,0,secret/pki,secret/pki,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'secret/pki' present,PKI sign not_after can exceed max_ttl,,,,,,,,1,usability,1.0,Usability,,91,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,30362,https://github.com/hashicorp/vault/issues/30362,2025-04-24 07:06:01+00:00,1,1,"enhancement, secret/pki",enhancement,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Limit PKI role to allow hostnames without domain part (shortname) as SAN,,,,,,,,1,usability,1.0,Usability,,92,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,30858,https://github.com/hashicorp/vault/issues/30858,2025-06-05 10:44:24+00:00,1,1,"docs, tls",docs,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'docs' present,Docs: Improve tcp-tls docs regarding tls ciphers,,,,,,,,1,usability,1.0,Usability,,93,original_sample_sheet,Usability,consensus_Usability_agreed
hashicorp/vault,31343,https://github.com/hashicorp/vault/issues/31343,2025-07-21 18:34:38+00:00,0,0,"core/seal, enhancement",core/seal,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'core/seal' present,IBMCloud Auto Unseal,,,,,,,,0,non-usability,1.0,Non-usability,,94,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,31372,https://github.com/hashicorp/vault/issues/31372,2025-07-24 22:04:56+00:00,0,0,"bug, storage/raft",bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Can't use AWS auto-join in me-central-1 region since v1.20.0,,,,,,,,1,usability,0.0,Non-usability,,95,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,31615,https://github.com/hashicorp/vault/issues/31615,2025-10-30 16:49:59+00:00,0,0,core/telemetry,core/telemetry,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'core/telemetry' present,operator diagnose reports incorrect error for telemetry configuration,,,,,,,,0,usability,0.0,Non-usability,,96,original_sample_sheet,Non-usability,consensus_Usability_agreed
hashicorp/vault,31621,https://github.com/hashicorp/vault/issues/31621,2025-10-31 22:58:05+00:00,1,1,sdk,sdk,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'sdk' present,SDK: framework.TypeKVPairs only handles one KV pair.,,,,,,,,1,usability,1.0,Usability,,97,original_sample_sheet,Usability,consensus_Usability_agreed
notaryproject/notation,211,https://github.com/notaryproject/notation/issues/211,2022-06-28 07:02:17+00:00,8,3,bug,bug,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,notation auth to CNCF ORAS registry,,,,,,,,1,usability,1.0,Usability,,98,original_sample_sheet,Usability,consensus_Usability_agreed
notaryproject/notation,233,https://github.com/notaryproject/notation/issues/233,2022-07-06 23:26:22+00:00,2,1,Stale,Stale,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'Stale' present,Update notation pull command,,,,,,,,1,non-usability,0.0,Non-usability,,99,original_sample_sheet,Non-usability,consensus_Usability_agreed
notaryproject/notation,320,https://github.com/notaryproject/notation/issues/320,2022-08-30 06:25:45+00:00,16,5,,,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads),Failed to sign images using self-signed certificates created from Key vault,,,,,,,,1,usability,1.0,Usability,,100,original_sample_sheet,Usability,consensus_Usability_agreed
notaryproject/notation,379,https://github.com/notaryproject/notation/issues/379,2022-10-12 04:16:26+00:00,2,2,,,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads),"Remove signature cache for all(sign, verify, etc) command.",,,,,,,,,Non-usability,,,,101,human_issue_file,Non-usability,human_issue_file
notaryproject/notation,383,https://github.com/notaryproject/notation/issues/383,2022-10-12 16:05:27+00:00,0,0,UX,UX,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'UX' present,Add examples for notation command help doc,,,,,,,,,Usability,,,,102,human_issue_file,Usability,human_issue_file
notaryproject/notation,547,https://github.com/notaryproject/notation/issues/547,2023-02-10 04:15:41+00:00,3,3,documentation,documentation,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'documentation' present,`SkippedByTrustPolicy` from JSON output of `notation verify` is not documented,,,,,,,,,Usability,,,,103,human_issue_file,Usability,human_issue_file
notaryproject/notation,574,https://github.com/notaryproject/notation/issues/574,2023-02-28 07:26:32+00:00,1,1,"enhancement, triage",enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Change the default signature manifest,,,,,,,,,Usability,,,,104,human_issue_file,Usability,human_issue_file
notaryproject/notation,655,https://github.com/notaryproject/notation/issues/655,2023-04-28 21:42:30+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Image Verification for containerd,,,,,,,,,Usability,,,,105,human_issue_file,Usability,human_issue_file
notaryproject/notation,659,https://github.com/notaryproject/notation/issues/659,2023-05-09 06:00:27+00:00,25,6,bug,bug,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,"Mark feature ""support OCI Referrer API"" as experimental feature",,,,,,,,,Usability,,,,106,human_issue_file,Usability,human_issue_file
notaryproject/notation,671,https://github.com/notaryproject/notation/issues/671,2023-05-17 15:30:57+00:00,5,4,"bug, triage",bug,middle,long,time-stratum: middle (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'bug' present,Vote for release of 1.0.0-rc.5 of notation CLI ,,,,,,,,,Non-usability,,,,107,human_issue_file,Non-usability,human_issue_file
notaryproject/notation,829,https://github.com/notaryproject/notation/issues/829,2023-11-12 15:04:38+00:00,5,3,enhancement,enhancement,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,docs: invalid signing time fail to sign prompt improvement,,,,,,,,,Usability,,,,108,human_issue_file,Usability,human_issue_file
notaryproject/notation,851,https://github.com/notaryproject/notation/issues/851,2023-12-19 09:00:22+00:00,0,0,bug,bug,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,Fix of setHttpDebugLog function,,,,,,,,,Non-usability,,,,109,human_issue_file,Non-usability,human_issue_file
notaryproject/notation,880,https://github.com/notaryproject/notation/issues/880,2024-01-29 23:55:42+00:00,5,2,Stale,Stale,late,long,time-stratum: late (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'Stale' present,Plan for Notation 1.2.0 release,,,,,,,,,Non-usability,,,,110,human_issue_file,Non-usability,human_issue_file
notaryproject/notation,1012,https://github.com/notaryproject/notation/issues/1012,2024-08-16 01:07:06+00:00,1,1,documentation,documentation,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'documentation' present,Clean up blob sign/verify specs in `v1.1.1`,,,,,,,,,Usability,,,,111,human_issue_file,Usability,human_issue_file
notaryproject/notation,1239,https://github.com/notaryproject/notation/issues/1239,2025-03-26 03:00:21+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Delete the named store dir if empty after `notation cert delete`,,,,,,,,,Usability,,,,112,human_issue_file,Usability,human_issue_file
openpubkey/openpubkey,4,https://github.com/openpubkey/openpubkey/issues/4,2023-09-20 13:14:15+00:00,0,0,,,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads),Add pluggability for OIDC providers,,,,,,,,,Usability,,,,113,human_issue_file,Usability,human_issue_file
openpubkey/openpubkey,61,https://github.com/openpubkey/openpubkey/issues/61,2023-11-15 18:00:33+00:00,3,3,,,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads),How do we deal with missing/non-unique `kid` on JWKS endpoint?,,,,,,,,,Usability,,,,114,human_issue_file,Usability,human_issue_file
openpubkey/openpubkey,100,https://github.com/openpubkey/openpubkey/issues/100,2024-02-19 23:18:09+00:00,1,1,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Design for Gitlab CI support ,,,,,,,,,Usability,,,,115,human_issue_file,Usability,human_issue_file
openpubkey/openpubkey,137,https://github.com/openpubkey/openpubkey/issues/137,2024-03-18 21:46:49+00:00,1,1,enhancement,enhancement,middle,medium,time-stratum: middle (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add support for verifying by JTK in VerifyProvider if not kid is found,,,,,,,,,Usability,,,,116,human_issue_file,Usability,human_issue_file
openpubkey/openpubkey,157,https://github.com/openpubkey/openpubkey/issues/157,2024-03-26 23:49:20+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Investigate RSA SecurID OpenID Provider,,,,,,,,,Non-usability,,,,117,human_issue_file,Non-usability,human_issue_file
openpubkey/openpubkey,226,https://github.com/openpubkey/openpubkey/issues/226,2025-01-31 02:00:34+00:00,0,0,enhancement,enhancement,late,short,time-stratum: late (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Singleton to manage user's browser window,,,,,,,,,Usability,,,,118,human_issue_file,Usability,human_issue_file
openpubkey/openpubkey,254,https://github.com/openpubkey/openpubkey/issues/254,2025-02-19 00:36:40+00:00,0,0,documentation,documentation,late,medium,time-stratum: late (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'documentation' present,Create support/test matrix for opkssh,,,,,,,,,Usability,,,,119,human_issue_file,Usability,human_issue_file
sigstore/cosign,1048,https://github.com/sigstore/cosign/issues/1048,2021-11-14 01:55:50+00:00,0,0,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Machine-Readable output for a few cosign subcommands,,,,,,,,,Usability,,,,120,human_issue_file,Usability,human_issue_file
sigstore/cosign,1215,https://github.com/sigstore/cosign/issues/1215,2021-12-15 13:48:25+00:00,2,2,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Prefer using the unencrypted key for signing images so we don't have to manage the encrypted key and the password.,,,,,,,,,Usability,,,,121,human_issue_file,Usability,human_issue_file
sigstore/cosign,1288,https://github.com/sigstore/cosign/issues/1288,2022-01-07 20:22:34+00:00,0,0,enhancement,enhancement,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add cosign configuration file,,,,,,,,,Usability,,,,122,human_issue_file,Usability,human_issue_file
sigstore/cosign,1321,https://github.com/sigstore/cosign/issues/1321,2022-01-14 20:13:38+00:00,4,3,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Add DSSE support to verify-attestation,,,,,,,,,Usability,,,,123,human_issue_file,Usability,human_issue_file
sigstore/cosign,1323,https://github.com/sigstore/cosign/issues/1323,2022-01-15 11:48:30+00:00,0,0,,,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads),Fix code scanning alert - Pinned-Dependencies,,,,,,,,,Non-usability,,,,124,human_issue_file,Non-usability,human_issue_file
sigstore/cosign,1385,https://github.com/sigstore/cosign/issues/1385,2022-02-01 03:06:54+00:00,3,1,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,Review unit and integration tests,,,,,,,,,Non-usability,,,,125,human_issue_file,Non-usability,human_issue_file
sigstore/cosign,1443,https://github.com/sigstore/cosign/issues/1443,2022-02-10 23:09:17+00:00,6,4,"no-issue-activity, question",no-issue-activity,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'no-issue-activity' present,Can cosign replace SignTool.exe for Windows Binaries?,,,,,,,,,Usability,,,,126,human_issue_file,Usability,human_issue_file
sigstore/cosign,1554,https://github.com/sigstore/cosign/issues/1554,2022-03-04 21:47:42+00:00,33,5,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Allow specifying CA chain when not using Fulcio,,,,,,,,,Usability,,,,127,human_issue_file,Usability,human_issue_file
sigstore/cosign,1642,https://github.com/sigstore/cosign/issues/1642,2022-03-21 20:14:34+00:00,2,2,enhancement,enhancement,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'enhancement' present,[cosigned] Enforce authority key errors ,,,,,,,,,Usability,,,,128,human_issue_file,Usability,human_issue_file
sigstore/cosign,1653,https://github.com/sigstore/cosign/issues/1653,2022-03-24 03:53:58+00:00,28,8,question,question,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'question' present,Does webhook pull images for the sidecar and/ or multiple image repos,,,,,,,,,Usability,,,,129,human_issue_file,Usability,human_issue_file
sigstore/cosign,1655,https://github.com/sigstore/cosign/issues/1655,2022-03-24 22:26:36+00:00,7,5,enhancement,enhancement,early,long,time-stratum: early (temporal coverage); thread-size: long (ensure short/medium/long threads); label-diversity: 'enhancement' present,Allow specifying ImagePullSecrets in ClusterImagePolicies,,,,,,,,,Usability,,,,130,human_issue_file,Usability,human_issue_file
sigstore/cosign,1847,https://github.com/sigstore/cosign/issues/1847,2022-05-06 13:44:25+00:00,1,1,bug,bug,early,short,time-stratum: early (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'bug' present,`--certificate` or `--cert`?,,,,,,,,,Usability,,,,131,human_issue_file,Usability,human_issue_file
sigstore/cosign,1853,https://github.com/sigstore/cosign/issues/1853,2022-05-07 02:24:33+00:00,2,2,bug,bug,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads); label-diversity: 'bug' present,"""make cosign"" fails with missing ',' in argument list and malformed module path ""embed""",,,,,,,,,Usability,,,,132,human_issue_file,Usability,human_issue_file
sigstore/cosign,1994,https://github.com/sigstore/cosign/issues/1994,2022-06-14 13:45:13+00:00,3,2,,,early,medium,time-stratum: early (temporal coverage); thread-size: medium (ensure short/medium/long threads),cosign doesn't get image metadata from JFrog Artifactory Enterprise 6.16.0 rev 61600900,,,,,,,,,Usability,,,,133,human_issue_file,Usability,human_issue_file
sigstore/cosign,2053,https://github.com/sigstore/cosign/issues/2053,2022-07-06 19:03:37+00:00,0,0,enhancement,enhancement,middle,short,time-stratum: middle (temporal coverage); thread-size: short (ensure short/medium/long threads); label-diversity: 'enhancement' present,Rename --k8s-keychain flag,,,,,,,,,Usability,,,,134,human_issue_file,Usability,human_issue_file
