repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
hashicorp/vault,"2. Match between system and the real world, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
hashicorp/vault,"2. Match between system and the real world, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"4. Consistency and standards, 1. Visibility of system status",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 1. Visibility of system status",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"3. User control and freedom, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"3. User control and freedom, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"3. User control and freedom, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"3. User control and freedom, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"3. User control and freedom, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"3. User control and freedom, 4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"10. Help and documentation, 6. Recognition rather than recall",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 6. Recognition rather than recall",hashicorp__vault___non-human.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"7. Flexibility and efficiency of use, 5. Error prevention",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 5. Error prevention",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"10. Help and documentation, 6. Recognition rather than recall",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 6. Recognition rather than recall",hashicorp__vault___non-human.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
hashicorp/vault,"7. Flexibility and efficiency of use, 2. Match between system and the real world",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 2. Match between system and the real world",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"3. User control and freedom, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"3. User control and freedom, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"3. User control and freedom, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"3. User control and freedom, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"3. User control and freedom, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"3. User control and freedom, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"2. Match between system and the real world, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"2. Match between system and the real world, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"1. Visibility of system status, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, 10. Help and documentation",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"2. Match between system and the real world, 4. Consistency and standards, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, 7. Flexibility and efficiency of use, 5. Error prevention",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 7. Flexibility and efficiency of use, 5. Error prevention",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"4. Consistency and standards, 7. Flexibility and efficiency of use, 5. Error prevention",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"2. Match between system and the real world, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"2. Match between system and the real world, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"2. Match between system and the real world, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"1. Visibility of system status, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"1. Visibility of system status, 5. Error prevention, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"4. Consistency and standards, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 8. Aesthetic and minimalist design",hashicorp__vault___non-human.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"2. Match between system and the real world, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"2. Match between system and the real world, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"2. Match between system and the real world, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"5. Error prevention, 7. Flexibility and efficiency of use",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, '9. Help users recognize, diagnose, and recover from errors']",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"4. Consistency and standards, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 10. Help and documentation",hashicorp__vault___non-human.xlsx,1. Visibility of system status,1. Visibility of system status
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 10. Help and documentation",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"1. Visibility of system status, 4. Consistency and standards, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,4. Consistency and standards,hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 5. Error prevention",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 5. Error prevention",hashicorp__vault___non-human.xlsx,2. Match between system and the real world,2. Match between system and the real world
hashicorp/vault,"10. Help and documentation, 2. Match between system and the real world, 5. Error prevention",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"5. Error prevention, 3. User control and freedom",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,"5. Error prevention, 3. User control and freedom",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
hashicorp/vault,"7. Flexibility and efficiency of use, 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,"['9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation",hashicorp__vault___non-human.xlsx,10. Help and documentation,10. Help and documentation
hashicorp/vault,"3. User control and freedom, 4. Consistency and standards, 5. Error prevention",hashicorp__vault___non-human.xlsx,3. User control and freedom,3. User control and freedom
hashicorp/vault,"3. User control and freedom, 4. Consistency and standards, 5. Error prevention",hashicorp__vault___non-human.xlsx,4. Consistency and standards,4. Consistency and standards
hashicorp/vault,"3. User control and freedom, 4. Consistency and standards, 5. Error prevention",hashicorp__vault___non-human.xlsx,5. Error prevention,5. Error prevention
hashicorp/vault,7. Flexibility and efficiency of use,hashicorp__vault___non-human.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
