repo,L1_Theme,__source_file__,l1_theme_raw,l1_theme_canonical,l1_theme_secondary_group
hashicorp/vault,"User confusion / unclear documentation, Build/CI/installation/distribution release issues, Security concerns",hashicorp__vault___non-human.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Configuration friction, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Configuration friction, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Configuration friction, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Authentication friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Authentication friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Authentication friction, Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Performance issue, Unexpected behavior",hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Performance issue, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,Build/CI/installation/distribution release issues,hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Configuration friction, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Performance issue",hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,Missing feature / enhancement request,hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Security concerns",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Security concerns",hashicorp__vault___non-human.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Integration failure/issues, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Integration failure/issues, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Unexpected behavior",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Tedious Workflows",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Authentication friction, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Notification/Logging /Web UI Issues, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Build/CI/installation/distribution release issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Notification/Logging /Web UI Issues, Authentication friction",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Notification/Logging /Web UI Issues, Authentication friction",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Configuration friction, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Configuration friction, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Configuration friction, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,User confusion / unclear documentation,hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,Unexpected behavior,hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Security concerns, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Security concerns,Security concerns,Functional Reliability
hashicorp/vault,"Security concerns, Build/CI/installation/distribution release issues",hashicorp__vault___non-human.xlsx,Build/CI/installation/distribution release issues,Build/CI/installation/distribution release issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Performance issue, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Performance issue, Tedious Workflows",hashicorp__vault___non-human.xlsx,Performance issue,Performance issue,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Performance issue, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Missing feature / enhancement request",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Missing feature / enhancement request",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, Integration failure/issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation, Tedious Workflows",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, User confusion / unclear documentation, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"User confusion / unclear documentation, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, User confusion / unclear documentation",hashicorp__vault___non-human.xlsx,User confusion / unclear documentation,User confusion / unclear documentation,Cognitive Friction
hashicorp/vault,Configuration friction,hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Integration failure/issues, Configuration friction",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,Unexpected behavior,hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Configuration friction",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,"Integration failure/issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Integration failure/issues, Unexpected behavior",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,"Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues, Configuration friction",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Integration failure/issues, Configuration friction",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Integration failure/issues, Configuration friction",hashicorp__vault___non-human.xlsx,Configuration friction,Configuration friction,Operational Friction
hashicorp/vault,Unexpected behavior,hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Missing feature / enhancement request,Missing feature / enhancement request,Functional Gap
hashicorp/vault,"Missing feature / enhancement request, Tedious Workflows",hashicorp__vault___non-human.xlsx,Tedious Workflows,Tedious Workflows,Operational Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Authentication friction,Authentication friction,Operational Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Integration failure/issues,Integration failure/issues,Operational Friction
hashicorp/vault,"Unexpected behavior, Authentication friction, Integration failure/issues, Notification/Logging /Web UI Issues",hashicorp__vault___non-human.xlsx,Notification/Logging /Web UI Issues,Notification/Logging Issues,Cognitive Friction
hashicorp/vault,Unexpected behavior,hashicorp__vault___non-human.xlsx,Unexpected behavior,Unexpected behavior,Functional Reliability
